workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,age_group,class
Private,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,United-States,Adult,1
Self-emp-not-inc,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Senior,0
Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Separated,Other-service,Unmarried,White,Female,0.0,0.0,35.0,United-States,Adult,0
Private,14.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,16.0,United-States,Senior,0
Self-emp-not-inc,9.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,30.0,United-States,Young,0
Private,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,Adult,0
Private,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Married-civ-spouse,Other-service,Husband,White,Male,15024.0,0.0,44.0,United-States,Middle-Aged,1
Private,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Divorced,Other-service,Own-child,White,Male,0.0,0.0,28.0,United-States,Middle-Aged,0
Private,9.0,Divorced,Priv-house-serv,Not-in-family,Black,Female,0.0,0.0,20.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,17.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,40.0,United-States,Adult,1
Self-emp-not-inc,10.0,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0.0,0.0,30.0,United-States,Senior,0
Local-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,40.0,United-States,Adult,1
Private,9.0,Married-AF-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,25.0,United-States,Young,0
Self-emp-not-inc,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Federal-gov,10.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40.0,United-States,Adult,1
Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,48.0,United-States,Adult,1
Private,13.0,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,1
Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,40.0,United-States,Adult,1
Private,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,40.0,United-States,Adult,1
Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,Adult,1
Private,12.0,Never-married,Other-service,Not-in-family,Other,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Never-married,Sales,Other-relative,White,Female,1055.0,0.0,30.0,United-States,Young,0
Self-emp-not-inc,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,80.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,1
Self-emp-not-inc,10.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,1
Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,55.0,Canada,Adult,0
Private,9.0,Married-spouse-absent,Other-service,Not-in-family,White,Female,0.0,0.0,35.0,El-Salvador,Adult,0
Private,9.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,45.0,United-States,Young,0
Private,10.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,65.0,United-States,Young,0
Private,13.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Never-married,Sales,Other-relative,Black,Female,0.0,0.0,35.0,United-States,Adult,0
Private,6.0,Never-married,Priv-house-serv,Other-relative,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0.0,0.0,15.0,United-States,Young,0
Private,13.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Portugal,Adult,0
Private,5.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,1848.0,40.0,United-States,Middle-Aged,1
State-gov,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,Middle-Aged,0
Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Other-relative,White,Female,0.0,0.0,40.0,Cuba,Adult,0
Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Sales,Other-relative,Amer-Indian-Eskimo,Female,0.0,0.0,78.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,30.0,United-States,Senior,0
Private,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,14.0,United-States,Young,0
Private,10.0,Divorced,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,25.0,United-States,Middle-Aged,0
Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,2829.0,0.0,40.0,United-States,Middle-Aged,0
Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,Senior,0
Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
State-gov,5.0,Separated,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,Adult,0
Self-emp-not-inc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,1
Private,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,1
State-gov,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,65.0,United-States,Adult,1
Private,10.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,45.0,United-States,Adult,0
Private,9.0,Separated,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,Puerto-Rico,Adult,0
Private,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,35.0,United-States,Adult,0
Private,7.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,52.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,Germany,Adult,0
Private,9.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,48.0,United-States,Adult,0
Private,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States,Adult,1
Local-gov,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,3818.0,0.0,14.0,United-States,Senior,0
Self-emp-inc,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,40.0,United-States,Adult,1
Private,12.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,55.0,Iran,Adult,0
Self-emp-inc,13.0,Divorced,Tech-support,Not-in-family,White,Female,0.0,1564.0,60.0,United-States,Adult,1
Local-gov,1.0,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,25.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,50.0,United-States,Young,0
Self-emp-not-inc,9.0,Divorced,Handlers-cleaners,Own-child,White,Male,0.0,0.0,10.0,United-States,Adult,0
Private,9.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,3.0,Separated,Other-service,Not-in-family,White,Male,0.0,0.0,12.0,Italy,Senior,0
Private,10.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024.0,0.0,28.0,United-States,Adult,1
Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,Middle-Aged,1
Private,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,Young,0
State-gov,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,48.0,United-States,Middle-Aged,1
Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,30.0,United-States,Young,0
Local-gov,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,35.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Exec-managerial,Other-relative,White,Female,0.0,0.0,40.0,United-States,Young,0
State-gov,7.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,30.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,2885.0,0.0,45.0,United-States,Middle-Aged,0
Private,10.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,United-States,Adult,0
Private,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3942.0,0.0,40.0,United-States,Adult,0
Local-gov,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,Middle-Aged,1
Private,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,65.0,United-States,Adult,0
Self-emp-not-inc,12.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,12.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Local-gov,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Local-gov,7.0,Separated,Prof-specialty,Unmarried,Other,Female,0.0,0.0,30.0,United-States,Adult,0
Private,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,8614.0,0.0,40.0,United-States,Adult,1
Private,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,48.0,United-States,Young,0
Private,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,Puerto-Rico,Adult,0
Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,44.0,United-States,Young,0
Private,10.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Local-gov,11.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,36.0,United-States,Middle-Aged,0
Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,1590.0,43.0,United-States,Middle-Aged,0
Federal-gov,12.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688.0,0.0,33.0,United-States,Adult,1
Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2580.0,0.0,40.0,United-States,Adult,0
Private,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,3103.0,0.0,35.0,United-States,Middle-Aged,1
Self-emp-inc,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,1
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,37.0,United-States,Middle-Aged,0
Private,8.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,Dominican-Republic,Adult,0
Private,11.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,38.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,3325.0,0.0,40.0,United-States,Adult,0
Federal-gov,9.0,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,0.0,40.0,United-States,Adult,0
State-gov,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,38.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,65.0,United-States,Middle-Aged,1
Private,9.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Private,9.0,Separated,Sales,Not-in-family,White,Female,0.0,0.0,33.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,25.0,United-States,Young,0
Private,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,35.0,United-States,Adult,0
Private,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,2174.0,0.0,40.0,United-States,Adult,0
Private,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,13.0,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,Adult,1
Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,Adult,0
Private,3.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,70.0,Mexico,Middle-Aged,0
Private,10.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Self-emp-not-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Private,13.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,8.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,Adult,1
Private,10.0,Widowed,Sales,Not-in-family,White,Female,2538.0,0.0,20.0,United-States,Senior,0
Private,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,40.0,United-States,Adult,1
Self-emp-not-inc,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,Middle-Aged,1
Private,13.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,28.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Separated,Other-service,Unmarried,Black,Female,0.0,0.0,20.0,United-States,Middle-Aged,0
Private,10.0,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,40.0,United-States,Adult,0
Federal-gov,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,7298.0,0.0,40.0,United-States,Middle-Aged,1
Federal-gov,9.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Other-service,Own-child,White,Female,0.0,0.0,15.0,United-States,Young,0
Private,6.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
State-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Local-gov,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,3137.0,0.0,42.0,United-States,Middle-Aged,0
Private,13.0,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,35.0,United-States,Adult,0
Private,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Private,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,28.0,United-States,Senior,0
Private,13.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,7298.0,0.0,60.0,United-States,Young,1
Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,48.0,United-States,Young,0
Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,0
Private,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,15.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,12.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,12.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,25.0,United-States,Young,0
Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,3103.0,0.0,25.0,United-States,Middle-Aged,1
Local-gov,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,50.0,Canada,Middle-Aged,0
Self-emp-not-inc,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Self-emp-not-inc,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,60.0,United-States,Adult,0
Private,5.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,36.0,Canada,Middle-Aged,0
Private,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,30.0,United-States,Middle-Aged,0
Private,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,40.0,Jamaica,Adult,0
Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,Middle-Aged,0
Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,Adult,1
Private,9.0,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,Adult,0
State-gov,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,Germany,Adult,0
Private,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,35.0,United-States,Adult,0
Private,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,35.0,United-States,Young,0
Private,13.0,Never-married,Prof-specialty,Other-relative,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-spouse-absent,Farming-fishing,Own-child,White,Female,0.0,0.0,40.0,Mexico,Adult,0
Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1902.0,40.0,United-States,Adult,1
Private,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Federal-gov,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,43.0,United-States,Young,0
Private,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Private,5.0,Divorced,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,Young,0
Private,3.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,55.0,Mexico,Young,0
Private,8.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,24.0,United-States,Young,0
Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
State-gov,14.0,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0.0,0.0,38.0,China,Adult,1
Local-gov,12.0,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,47.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,30.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,48.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55.0,United-States,Adult,1
Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,50.0,United-States,Middle-Aged,1
Private,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,18.0,United-States,Adult,0
Private,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,20.0,United-States,Middle-Aged,0
Self-emp-not-inc,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,60.0,United-States,Adult,1
Private,13.0,Married-civ-spouse,Protective-serv,Wife,White,Female,0.0,0.0,45.0,Germany,Middle-Aged,1
Private,9.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,30.0,United-States,Adult,0
Federal-gov,12.0,Separated,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Divorced,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,84.0,United-States,Adult,1
Federal-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,Middle-Aged,1
Private,13.0,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,Middle-Aged,0
Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,United-States,Adult,0
Private,14.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,Adult,0
Self-emp-not-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,35.0,United-States,Middle-Aged,1
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,16.0,United-States,Middle-Aged,0
State-gov,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,38.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
State-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,37.0,United-States,Adult,1
Private,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,30.0,United-States,Adult,1
Private,11.0,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,30.0,United-States,Young,0
Private,8.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,Young,0
Private,10.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,Adult,0
Private,7.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,Young,0
Self-emp-not-inc,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,50.0,United-States,Young,0
Private,9.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,20.0,United-States,Adult,0
Private,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024.0,0.0,50.0,Canada,Adult,1
Private,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,United-States,Adult,0
Self-emp-not-inc,12.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,Adult,0
Private,13.0,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,35.0,United-States,Adult,0
Self-emp-not-inc,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,65.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,60.0,United-States,Middle-Aged,1
Private,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,10.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Private,9.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0.0,0.0,20.0,Philippines,Young,0
Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Self-emp-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,45.0,United-States,Middle-Aged,1
Private,9.0,Never-married,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,37.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,40.0,United-States,Adult,1
Private,13.0,Never-married,Adm-clerical,Own-child,White,Male,2202.0,0.0,30.0,United-States,Young,0
Private,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298.0,0.0,40.0,United-States,Middle-Aged,1
Self-emp-not-inc,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
